Table 12.  Educational attainment of persons 25 years old and over, by race/ethnicity and state:  April 1990 and April 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;;;;;
;|;;;;;;;      Percent with high school completion or higher;;;;;;;;;;;;;;;;;|;;;;;;;;;  Percent with bachelor's degree or higher;;;;;;;;;;;;;;;;;;;
;|;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;|;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;;;;;
;|;                         1990;;;;;;;;;;;|;                          2000;;;;;;;;;;;|;                         1990;;;;;;;;;;;|;                          2000;;;;;;;;;;;;;;;
;|;_;_;_;_;_;_;_;_;_;_;_;|;_;_;_;_;_;_;_;_;_;_;_;|;_;_;_;_;_;_;_;_;_;_;_;|;_;_;_;_;_;_;_;_;_;_;_;;;;;
;|;;|;;|;;|;;|;Asian/;|;American;|;;|;;|;;|;;|;Asian/;|;American;|;;|;;|;;|;;|;Asian/;|;American;|;;|;;|;;|;;|;Asian/;|;American;;;;;
;|;;|;;|;;|;;|;Pacific;|;Indian/;|;;|;;|;;|;;|;Pacific;|;Indian/;|;;|;;|;;|;;|;Pacific;|;Indian/;|;;|;;|;;|;;|;Pacific;|;Indian/;;;;;
;|;;|;;|;;|;Hispan-;|;Islan-;|;Alaska;|;;|;;|;;|;Hispan-;|;Islan-;|;Alaska;|;;|;;|;;|;Hispan-;|;Islan-;|;Alaska;|;;|;;|;;|;Hispan-;|;Islan-;|;Alaska;;;;;
State;|;Total;|;White\1\;|;Black\1\;|;ic\2\;|;der\1\;|;Native\1\;|;Total;|;White\1\;|;Black\1\;|;ic\2\;|;der\1\;|;Native\1\;|;Total;|;White\1\;|;Black\1\;|;ic\2\;|;der\1\;|;Native\1\;|;Total;|;White\1\;|;Black\1\;|;ic\2\;|;der\1\;|;Native\1\;;;;;
_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;__________;|;__________;|;_______;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;;;;;
1;|;2;|;3;|;4;|;5;|;6;|;7;|;8;|;9;|;10;|;11;|;12;|;13;|;14;|;15;|;16;|;17;|;18;|;19;|;20;|;21;|;22;|;23;|;24;|;25;;;;;
_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;;;;;
   United States ........;|;75,2;|;77,9;|;63,1;|;49,8;|;77,5;|;65,5;|;80,4;|;83,6;|;72,3;|;52,4;|;80,4;|;70,9;|;20,3;|;21,5;|;11,4;|;9,2;|;36,6;|;9,3;|;24,4;|;26,1;|;14,3;|;10,4;|;44,1;|;11,5;;;;;
;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;;;;;
Alabama ....................;|;66,9;|;70,3;|;54,6;|;73,8;|;78,9;|;64,9;|;75,3;|;78,0;|;66,9;|;56,9;|;81,1;|;72,4;|;15,7;|;17,3;|;9,3;|;20,1;|;43,7;|;11,6;|;19,0;|;21,2;|;11,5;|;14,6;|;48,3;|;13,0;;;;;
Alaska ..................;|;86,6;|;91,1;|;88,2;|;80,4;|;75,4;|;63,1;|;88,3;|;92,5;|;88,7;|;78,3;|;73,0;|;71,8;|;23,0;|;26,8;|;14,1;|;14,6;|;20,5;|;4,1;|;24,7;|;29,3;|;14,9;|;15,3;|;21,2;|;6,0;;;;;
Arizona .....................;|;78,7;|;82,4;|;75,1;|;51,7;|;80,2;|;52,1;|;81,0;|;85,4;|;81,7;|;52,5;|;83,4;|;61,9;|;20,3;|;22,2;|;14,3;|;6,9;|;37,5;|;4,6;|;23,5;|;26,0;|;18,6;|;8,1;|;44,5;|;7,3;;;;;
Arkansas ..................;|;66,3;|;68,6;|;51,5;|;59,1;|;66,4;|;65,4;|;75,3;|;77,5;|;65,8;|;41,2;|;72,9;|;72,5;|;13,3;|;14,1;|;8,4;|;11,1;|;24,6;|;9,8;|;16,7;|;17,8;|;10,2;|;7,1;|;32,6;|;12,1;;;;;
California .................;|;76,2;|;81,1;|;75,6;|;45,0;|;77,2;|;71,4;|;76,8;|;83,3;|;80,5;|;46,7;|;80,5;|;67,5;|;23,4;|;25,4;|;14,8;|;7,1;|;34,1;|;11,1;|;26,6;|;29,8;|;17,2;|;7,7;|;41,6;|;11,4;;;;;
;|;;|;;|;;|; ;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|; ;|;;|;;|;;|;;|;;|;;|;;|;;;;;;
Colorado ....................;|;84,4;|;86,1;|;80,8;|;58,3;|;78,3;|;73,9;|;86,9;|;89,5;|;84,4;|;58,1;|;81,8;|;76,2;|;27,0;|;28,3;|;17,1;|;8,6;|;32,1;|;12,1;|;32,7;|;35,0;|;20,5;|;10,4;|;42,8;|;14,1;;;;;
Connecticut ...............;|;79,2;|;80,9;|;67,0;|;53,5;|;81,9;|;68,9;|;84,0;|;86,3;|;73,9;|;58,5;|;85,0;|;67,8;|;27,2;|;28,5;|;12,3;|;12,1;|;50,8;|;12,5;|;31,4;|;33,5;|;13,7;|;11,3;|;57,7;|;15,7;;;;;
Delaware ..................;|;77,5;|;80,3;|;63,2;|;60,1;|;86,1;|;62,0;|;82,6;|;85,0;|;74,2;|;57,1;|;88,1;|;65,2;|;21,4;|;23,0;|;10,6;|;16,5;|;55,9;|;10,2;|;25,0;|;26,7;|;14,4;|;13,5;|;61,8;|;13,2;;;;;
District of Columbia ........;|;73,1;|;93,1;|;63,8;|;52,6;|;80,2;|;66,3;|;77,8;|;94,4;|;70,4;|;47,8;|;81,9;|;71,8;|;33,3;|;69,0;|;15,3;|;24,0;|;50,9;|;17,7;|;39,1;|;77,3;|;17,5;|;24,8;|;58,2;|;28,1;;;;;
Florida ..................;|;74,4;|;77,0;|;56,4;|;57,2;|;77,8;|;68,2;|;79,9;|;82,5;|;67,0;|;63,3;|;80,7;|;73,5;|;18,3;|;19,3;|;9,8;|;14,2;|;33,6;|;11,5;|;22,3;|;23,8;|;12,4;|;17,5;|;40,9;|;14,9;;;;;
;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|; ;|;;|;;|;;|;;|;;|;;|;;|;;;;;;
Georgia .................;|;70,9;|;74,9;|;58,6;|;66,2;|;77,5;|;71,6;|;78,6;|;81,8;|;72,5;|;48,5;|;79,5;|;73,9;|;19,3;|;21,8;|;11,0;|;20,5;|;38,6;|;12,5;|;24,3;|;27,4;|;15,5;|;13,6;|;44,3;|;18,1;;;;;
Hawaii .....................;|;80,1;|;89,3;|;94,2;|;73,9;|;74,7;|;84,4;|;84,6;|;92,7;|;92,9;|;81,5;|;79,9;|;91,0;|;22,9;|;30,2;|;15,2;|;10,3;|;19,4;|;17,7;|;26,2;|;36,5;|;21,0;|;13,3;|;26,6;|;21,5;;;;;
Idaho ........................;|;79,7;|;80,9;|;82,8;|;43,4;|;80,3;|;68,1;|;84,7;|;86,6;|;82,5;|;44,4;|;82,0;|;75,6;|;17,7;|;18,0;|;15,8;|;6,6;|;27,6;|;7,2;|;21,7;|;22,3;|;22,4;|;6,6;|;38,3;|;9,5;;;;;
Illinois .................;|;76,2;|;79,1;|;65,2;|;45,0;|;83,9;|;71,4;|;81,4;|;85,0;|;73,0;|;48,5;|;86,9;|;69,5;|;21,0;|;22,4;|;11,4;|;8,0;|;49,8;|;13,4;|;26,1;|;27,8;|;14,7;|;9,1;|;57,7;|;13,3;;;;;
Indiana ....................;|;75,6;|;76,5;|;65,4;|;62,6;|;85,8;|;65,0;|;82,1;|;83,2;|;74,9;|;57,9;|;86,2;|;73,3;|;15,6;|;17,6;|;9,3;|;10,8;|;53,1;|;8,4;|;19,4;|;19,8;|;12,1;|;11,3;|;58,0;|;10,3;;;;;
;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|; ;|;;|;;|;;|;;|;;|;;|;;|;;;;;;
Iowa ........................;|;80,1;|;80,3;|;70,1;|;64,2;|;76,4;|;67,6;|;86,1;|;86,9;|;77,3;|;52,3;|;74,3;|;76,9;|;16,9;|;16,7;|;12,8;|;13,7;|;47,3;|;9,7;|;21,2;|;21,3;|;14,7;|;11,0;|;42,9;|;9,9;;;;;
Kansas .....................;|;81,3;|;82,4;|;71,0;|;58,1;|;73,6;|;75,4;|;86,0;|;87,8;|;79,7;|;51,7;|;74,8;|;81,3;|;21,1;|;21,7;|;11,6;|;10,1;|;39,9;|;10,8;|;25,8;|;26,9;|;14,9;|;9,7;|;40,5;|;14,9;;;;;
Kentucky .................;|;64,6;|;64,7;|;61,7;|;74,0;|;77,9;|;59,8;|;74,1;|;74,2;|;73,2;|;59,1;|;86,2;|;72,5;|;13,6;|;13,9;|;7,7;|;18,9;|;44,2;|;8,0;|;17,1;|;17,4;|;10,7;|;13,0;|;53,2;|;13,9;;;;;
Louisiana ...................;|;68,3;|;74,2;|;53,1;|;67,6;|;68,1;|;49,1;|;74,8;|;80,0;|;63,1;|;69,0;|;67,4;|;60,5;|;16,1;|;18,7;|;9,1;|;16,6;|;31,4;|;5,5;|;18,7;|;21,8;|;10,9;|;19,5;|;35,6;|;9,2;;;;;
Maine .....................;|;78,8;|;78,9;|;87,6;|;83,8;|;74,3;|;69,9;|;85,4;|;85,5;|;84,7;|;79,2;|;74,6;|;76,0;|;18,8;|;18,8;|;22,3;|;23,6;|;44,9;|;7,7;|;22,9;|;22,9;|;22,5;|;21,6;|;32,6;|;12,1;;;;;
;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|; ;|;;|;;|;;|;;|;;|;;|;;|;;;;;;
Maryland ....................;|;78,4;|;80,8;|;70,6;|;70,3;|;84,8;|;73,4;|;83,8;|;86,3;|;78,9;|;61,9;|;85,5;|;75,5;|;26,5;|;28,9;|;16,1;|;25,2;|;50,3;|;19,7;|;31,4;|;34,7;|;20,3;|;21,4;|;55,0;|;21,2;;;;;
Massachusetts ..............;|;80,0;|;81,2;|;70,0;|;52,0;|;74,1;|;71,1;|;84,8;|;86,8;|;76,3;|;57,3;|;76,2;|;72,5;|;27,2;|;27,7;|;17,0;|;13,6;|;44,9;|;14,9;|;33,2;|;34,3;|;19,7;|;14,1;|;49,8;|;19,2;;;;;
Michigan .....................;|;76,8;|;78,6;|;64,9;|;60,9;|;83,3;|;67,8;|;83,4;|;85,3;|;74,1;|;62,3;|;85,6;|;76,4;|;17,4;|;18,1;|;10,1;|;11,6;|;54,1;|;7,6;|;21,8;|;22,6;|;12,8;|;12,9;|;61,0;|;10,3;;;;;
Minnesota ...................;|;82,4;|;82,8;|;76,2;|;71,1;|;69,7;|;68,2;|;87,9;|;89,2;|;79,0;|;58,1;|;71,1;|;74,5;|;21,8;|;21,9;|;17,5;|;17,2;|;33,5;|;7,7;|;27,4;|;27,9;|;18,7;|;14,0;|;36,3;|;8,8;;;;;
Mississippi .............;|;64,3;|;71,7;|;47,3;|;67,7;|;68,2;|;57,4;|;72,9;|;78,9;|;60,4;|;59,1;|;72,5;|;64,0;|;14,7;|;17,2;|;8,8;|;17,1;|;35,1;|;8,1;|;16,9;|;20,0;|;10,1;|;12,1;|;35,9;|;9,1;;;;;
;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|; ;|;;|;;|;;|;;|;;|;;|;;|;;;;;;
Missouri .................;|;73,9;|;74,9;|;65,1;|;71,0;|;81,5;|;65,1;|;81,3;|;82,4;|;73,9;|;65,7;|;82,2;|;74,3;|;17,8;|;18,3;|;11,2;|;18,0;|;47,3;|;11,0;|;21,6;|;22,3;|;13,2;|;16,1;|;51,5;|;12,9;;;;;
Montana .....................;|;81,0;|;81,7;|;80,9;|;66,4;|;78,5;|;68,1;|;87,2;|;87,8;|;91,2;|;78,0;|;85,2;|;75,5;|;19,8;|;20,3;|;18,4;|;10,9;|;32,1;|;7,9;|;24,4;|;25,1;|;33,2;|;15,4;|;41,0;|;10,5;;;;;
Nebraska ....................;|;81,8;|;82,4;|;73,2;|;60,0;|;80,0;|;69,0;|;86,6;|;88,2;|;78,6;|;46,6;|;77,7;|;75,9;|;18,9;|;19,2;|;12,4;|;9,4;|;39,5;|;8,8;|;23,7;|;24,4;|;14,1;|;8,5;|;42,3;|;8,8;;;;;
Nevada ....................;|;78,8;|;80,9;|;70,8;|;53,7;|;74,1;|;69,8;|;80,7;|;83,9;|;78,9;|;47,3;|;82,0;|;75,2;|;15,3;|;15,9;|;9,0;|;7,0;|;21,9;|;8,0;|;18,2;|;19,3;|;12,0;|;6,4;|;28,3;|;8,6;;;;;
New Hampshire ..................;|;82,2;|;82,2;|;86,1;|;78,2;|;82,7;|;65,9;|;87,4;|;87,6;|;84,4;|;73,6;|;84,9;|;76,5;|;24,4;|;24,2;|;25,7;|;25,5;|;26,1;|;16,0;|;28,7;|;28,5;|;27,8;|;22,7;|;54,6;|;17,0;;;;;
;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|; ;|;;|;;|;;|;;|;;|;;|;;|;;;;;;
New Jersey .................;|;76,7;|;78,6;|;67,0;|;53,9;|;86,8;|;66,9;|;82,1;|;84,7;|;74,5;|;59,5;|;88,5;|;70,4;|;24,9;|;25,8;|;13,6;|;10,8;|;57,1;|;14,8;|;29,8;|;31,0;|;16,2;|;12,5;|;62,1;|;16,4;;;;;
New Mexico .................;|;75,1;|;78,6;|;74,7;|;59,6;|;80,8;|;58,2;|;78,9;|;83,3;|;79,4;|;64,4;|;83,1;|;67,1;|;20,4;|;23,4;|;14,2;|;8,7;|;38,7;|;5,8;|;23,5;|;28,0;|;18,8;|;10,8;|;44,7;|;7,7;;;;;
New York ..................;|;76,7;|;78,5;|;64,7;|;50,4;|;72,4;|;65,2;|;79,1;|;84,0;|;70,6;|;55,0;|;73,3;|;66,4;|;23,1;|;25,3;|;12,6;|;9,3;|;38,7;|;13,4;|;27,4;|;30,5;|;15,8;|;11,5;|;41,3;|;14,4;;;;;
North Carolina ...........;|;70,0;|;73,1;|;58,1;|;71,0;|;77,9;|;51,5;|;78,1;|;81,2;|;70,7;|;44,5;|;79,3;|;62,7;|;17,4;|;19,3;|;9,5;|;17,9;|;39,3;|;7,9;|;22,5;|;25,0;|;13,1;|;10,5;|;43,9;|;10,4;;;;;
North Dakota ................;|;76,7;|;76,9;|;95,9;|;75,2;|;83,7;|;64,3;|;83,9;|;84,2;|;92,6;|;73,0;|;84,4;|;74,8;|;18,1;|;18,3;|;17,1;|;15,9;|;37,8;|;8,3;|;22,0;|;22,4;|;20,5;|;16,3;|;48,9;|;9,7;;;;;
;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|; ;|;;|;;|;;|;;|;;|;;|;;|;;;;;;
Ohio .......................;|;75,7;|;76,9;|;64,6;|;63,3;|;83,5;|;65,3;|;83,0;|;84,2;|;73,9;|;67,1;|;86,6;|;73,2;|;17,0;|;17,6;|;9,1;|;14,2;|;53,2;|;8,3;|;21,1;|;21,8;|;11,9;|;15,2;|;58,6;|;12,4;;;;;
Oklahoma ....................;|;74,6;|;75,7;|;70,1;|;55,9;|;76,1;|;68,1;|;80,6;|;82,1;|;78,5;|;50,9;|;77,2;|;76,5;|;17,8;|;18,7;|;12,0;|;10,5;|;34,7;|;10,8;|;20,3;|;21,5;|;13,7;|;9,6;|;37,5;|;13,2;;;;;
Oregon ......................;|;81,5;|;82,3;|;75,0;|;53,0;|;79,4;|;71,0;|;85,1;|;87,1;|;79,8;|;48,8;|;79,5;|;77,5;|;20,6;|;20,8;|;9,1;|;10,1;|;32,3;|;8,3;|;25,1;|;25,7;|;17,8;|;9,6;|;38,7;|;12,2;;;;;
Pennsylvania ...............;|;74,7;|;75,9;|;63,5;|;52,2;|;77,1;|;67,8;|;81,9;|;83,4;|;71,8;|;56,9;|;78,4;|;73,2;|;17,9;|;18,5;|;10,0;|;11,8;|;45,2;|;12,0;|;22,4;|;23,1;|;12,0;|;12,0;|;49,2;|;13,2;;;;;
Rhode Island ..............;|;72,0;|;73,0;|;65,9;|;46,8;|;59,6;|;64,5;|;78,0;|;80,1;|;71,0;|;50,4;|;69,2;|;68,3;|;21,3;|;21,8;|;12,7;|;8,9;|;30,6;|;8,3;|;25,6;|;26,8;|;16,7;|;8,6;|;36,4;|;14,1;;;;;
;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|; ;|;;|;;|;;|;;|;;|;;|;;|;;;;;;
South Carolina .............;|;68,3;|;73,6;|;53,3;|;71,8;|;77,4;|;62,5;|;76,3;|;80,9;|;64,9;|;56,4;|;79,5;|;64,2;|;16,6;|;19,8;|;7,6;|;19,8;|;34,4;|;10,9;|;20,4;|;24,2;|;9,9;|;14,1;|;40,8;|;11,2;;;;;
South Dakota .............;|;77,1;|;77,8;|;82,2;|;71,3;|;74,3;|;62,5;|;84,6;|;85,7;|;84,1;|;64,9;|;72,3;|;70,9;|;17,2;|;17,6;|;24,1;|;13,4;|;33,1;|;6,8;|;21,5;|;22,3;|;19,3;|;11,7;|;39,6;|;8,5;;;;;
Tennessee ...............;|;67,1;|;68,2;|;59,4;|;71,5;|;79,3;|;63,1;|;75,9;|;77,0;|;70,8;|;55,4;|;82,1;|;74,9;|;16,0;|;16,7;|;10,2;|;21,9;|;42,6;|;10,5;|;19,6;|;20,5;|;12,9;|;14,1;|;47,8;|;14,8;;;;;
Texas ....................;|;72,1;|;76,2;|;66,1;|;44,6;|;79,1;|;70,9;|;75,7;|;79,5;|;75,8;|;49,3;|;80,7;|;71,5;|;20,3;|;22,6;|;12,0;|;7,3;|;41,3;|;13,9;|;23,2;|;25,8;|;15,3;|;8,9;|;47,8;|;15,7;;;;;
Utah ....................;|;85,1;|;86,2;|;77,0;|;61,0;|;80,7;|;59,3;|;87,7;|;89,9;|;83,2;|;56,5;|;79,9;|;68,7;|;22,3;|;22,7;|;15,9;|;9,1;|;29,4;|;6,4;|;26,1;|;27,1;|;19,8;|;9,8;|;36,4;|;9,1;;;;;
;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|;;|; ;|; ;|;;|;;|;;|;;|;;|;;|;;|;;;;;;
Vermont ....................;|;80,8;|;80,8;|;82,9;|;84,7;|;87,1;|;66,8;|;86,4;|;86,6;|;84,2;|;85,6;|;78,4;|;76,9;|;24,3;|;24,2;|;30,5;|;28,2;|;52,1;|;11,1;|;29,4;|;29,5;|;34,8;|;36,8;|;46,7;|;18,1;;;;;
Virginia ....................;|;75,2;|;78,3;|;60,3;|;70,5;|;82,1;|;70,7;|;81,5;|;84,3;|;71,6;|;62,9;|;84,2;|;78,5;|;24,5;|;27,0;|;11,1;|;22,4;|;40,2;|;14,7;|;29,5;|;32,3;|;15,1;|;20,7;|;48,8;|;19,6;;;;;
Washington ..................;|;83,8;|;85,0;|;81,2;|;56,7;|;77,3;|;72,3;|;87,1;|;89,3;|;84,0;|;53,0;|;80,5;|;77,4;|;22,9;|;23,3;|;15,4;|;11,0;|;30,2;|;9,1;|;27,7;|;28,5;|;19,4;|;11,1;|;36,8;|;12,4;;;;;
West Virginia ...........;|;66,0;|;66,0;|;64,7;|;70,3;|;88,8;|;57,9;|;75,2;|;75,1;|;76,6;|;74,2;|;90,3;|;73,5;|;12,3;|;12,2;|;10,9;|;17,6;|;63,3;|;6,5;|;14,8;|;14,7;|;11,5;|;19,7;|;63,9;|;12,8;;;;;
Wisconsin ................;|;78,6;|;79,6;|;61,3;|;54,1;|;71,5;|;66,8;|;85,1;|;86,6;|;68,5;|;54,6;|;73,2;|;77,3;|;17,7;|;18,1;|;8,3;|;10,0;|;40,4;|;5,5;|;22,4;|;23,0;|;10,5;|;11,4;|;43,0;|;10,4;;;;;
Wyoming ...................;|;83,0;|;83,9;|;81,2;|;59,3;|;77,5;|;68,2;|;87,9;|;88,8;|;86,7;|;66,3;|;82,4;|;77,2;|;18,8;|;19,3;|;9,5;|;4,8;|;28,6;|;6,2;|;21,9;|;22,6;|;18,6;|;7,8;|;36,3;|;8,1;;;;;
_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;________;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;_;|;__________;;;;;
\1\Includes persons of Hispanic origin.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
\2\Persons of Hispanic origin may be of any race.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SOURCE:  U.S. Department of Commerce, Census Bureau, 1990 Decennial Census, Minority Economic Profiles; 2000 Decennial Census, Summary File 3; ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
and unpublished tabulations.  (This table was prepared June 2003.)  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
